CustomerId,Surname,Gender,Age,GeographyId
15628767,Hotchin,Female,63,3
15628813,King,Female,43,2
15628824,Burton,Female,37,2
15628863,Calabresi,Male,38,2
15628886,Matlock,Male,56,3
15628893,Power,Male,29,2
15628904,Bowen,Male,35,3
15628936,Archer,Male,28,3
15628947,Praed,Female,38,2
15628950,Coates,Male,25,1
15628963,Frolova,Male,43,1
15628972,Nebeolisa,Male,32,1
15628992,Esposito,Male,32,1
15628999,Townsend,Male,79,2
15629002,Hamilton,Male,36,1
15629010,Beam,Female,35,1
15629078,Matthias,Female,45,1
15629094,Fomin,Female,36,2
15629117,Harper,Male,28,2
15629128,Mamelu,Male,42,1
15629133,Black,Female,27,2
15629150,Lucchese,Female,37,2
15629187,Titheradge,Male,38,2
15629244,Bryant,Male,50,3
15629273,Lin,Male,42,1
15629299,Yang,Female,52,1
15629323,Kelechi,Female,37,1
15629338,Collingridge de Tourcey,Female,31,3
15629390,Liao,Male,37,2
15629448,Brady,Male,38,3
15629475,Clark,Male,41,2
15629511,Lavrentiev,Male,49,2
15629519,Yen,Female,37,2
15629545,Buckley,Female,41,3
15629551,Cattaneo,Female,44,1
15629575,Wheare,Male,36,2
15629603,Chuang,Male,31,2
15629617,Cook,Male,23,3
15629677,Distefano,Female,39,3
15629739,Hartley,Female,31,1
15629744,Tan,Female,71,2
15629750,Artyomova,Male,35,2
15629787,Tu,Male,27,2
15629793,Banks,Male,28,3
15629846,Sheehan,Female,47,1
15629885,Wilson,Female,33,2
15629985,Eidson,Female,47,1
15630053,Tsao,Male,45,2
15630106,Lo,Male,29,3
15630113,Morphett,Male,35,3
15630167,Gibson,Female,39,3
15630195,Johnstone,Female,40,2
15630241,Tretyakova,Male,61,2
15630244,Chu,Male,40,2
15630321,Hu,Male,44,2
15630328,Bird,Female,48,2
15630349,Hollis,Male,23,3
15630363,Nkemakonam,Female,39,2
15630402,Nebechukwu,Female,31,2
15630413,Howarth,Female,41,2
15630419,Davis,Male,44,2
15630466,Maclean,Male,45,2
15630511,Picot,Female,33,2
15630551,Forbes,Male,33,2
15630580,Y?,Male,34,1
15630592,Sanders,Female,45,2
15630617,Lo Duca,Male,36,1
15630641,Shao,Female,37,2
15630661,Vasilyev,Female,25,3
15630698,Hay,Female,55,2
15630704,Haworth,Male,32,1
15630709,Castiglione,Female,31,1
15630725,Johnson,Female,45,2
15630857,Wu,Female,39,3
15630910,Treacy,Female,49,2
15630913,Rosas,Female,69,3
15630920,Du Cane,Male,34,2
15631054,Volkova,Female,24,2
15631063,Trentino,Female,33,2
15631070,Gerasimova,Male,55,1
15631072,Huie,Male,38,2
15631159,H?,Male,41,1
15631162,Bergamaschi,Male,32,2
15631170,Clements,Male,45,2
15631189,Riggs,Male,38,1
15631201,Hill,Female,28,3
15631217,Young,Male,40,2
15631222,Cattaneo,Female,39,2
15631240,Dubinina,Female,36,2
15631267,Lu,Male,50,2
15631305,Franklin,Female,28,3
15631310,Hsieh,Female,53,2
15631333,Wade,Female,25,3
15631339,Adams,Male,28,2
15631359,Daluchi,Female,38,2
15631392,Douglas,Male,43,1
15631406,Munro,Male,50,1
15631436,Gleeson,Male,35,2
15631451,Grant,Female,28,3
15631457,Asher,Male,37,2
15631460,Swift,Female,42,3
15631481,Thomson,Male,51,2
15631512,Schneider,Female,26,2
15631603,Ponomaryova,Male,32,2
15631639,Uspensky,Female,40,2
15631681,Jibunoh,Female,43,3
15631685,Lambert,Male,60,1
15631693,Hill,Male,36,2
15631709,Ginikanwa,Female,31,3
15631721,Millar,Male,38,1
15631739,Dunn,Male,24,3
15631756,Tuan,Female,35,2
15631800,Pagnotto,Male,37,2
15631813,Beneventi,Male,39,2
15631838,Findlay,Male,61,2
15631848,Grover,Female,26,2
15631868,Robertson,Male,36,3
15631871,Kelly,Female,57,1
15631882,Yeh,Male,45,1
15631912,T'ao,Male,30,2
15631927,Thomas,Female,28,3
15632010,Chia,Male,33,3
15632050,Liebe,Female,41,2
15632051,Douglas,Female,42,1
15632069,Kazantsev,Male,39,2
15632079,Hardy,Female,37,1
15632118,Pirozzi,Male,45,3
15632125,Blake,Male,45,1
15632143,Lung,Male,31,2
15632185,Yermolayev,Female,42,2
15632210,Hill,Male,25,1
15632256,Schroeder,Male,29,2
15632263,Pagnotto,Male,30,3
15632264,Kay,Female,34,2
15632272,Lung,Female,42,2
15632275,Trevisano,Male,29,2
15632280,Toth,Female,53,3
15632324,Pisani,Male,59,2
15632344,Jones,Female,42,2
15632345,Tuan,Female,35,2
15632365,Booth,Male,33,1
15632439,Pinto,Female,39,2
15632446,Allan,Male,24,2
15632472,Scott,Female,32,3
15632503,Meng,Female,32,2
15632521,Cattaneo,Male,45,1
15632538,Watson,Female,32,3
15632551,Buccho,Male,31,1
15632575,Moore,Female,70,2
15632576,Yashina,Male,31,2
15632609,Burdekin,Female,39,2
15632665,Yevseyev,Male,61,2
15632669,Rees,Female,32,3
15632736,Liang,Female,30,1
15632789,Maclean,Male,30,2
15632793,Wilkinson,Female,29,2
15632816,Williams,Female,49,1
15632826,Tardent,Male,38,2
15632848,Ferrari,Female,36,2
15632850,T'ang,Male,37,2
15632859,Chukwudi,Male,36,2
15632882,Konovalova,Male,37,1
15632899,Nwankwo,Male,20,3
15632967,Feng,Male,34,2
15632977,Hsiao,Male,47,2
15633043,Fedorova,Female,39,3
15633059,Fanucci,Male,34,2
15633064,Stonebraker,Female,36,2
15633108,Thorpe,Male,26,2
15633112,Madukaego,Male,42,1
15633141,Robinson,Female,35,1
15633181,Swinton,Male,31,2
15633194,Osborne,Female,41,2
15633213,Rizzo,Male,50,3
15633227,Kenechukwu,Female,28,2
15633233,McFarland,Male,56,2
15633260,Dumetochukwu,Male,37,2
15633274,Tai,Male,34,2
15633283,Padovano,Male,35,2
15633352,Okwukwe,Female,31,2
15633378,Davidson,Female,49,3
15633419,Brooks,Female,28,1
15633461,Pai,Male,38,1
15633474,Whitehead,Male,51,2
15633516,Tucker,Male,42,2
15633525,Payne,Male,29,2
15633531,Lavrov,Female,76,2
15633537,Nolan,Female,42,1
15633546,Frederick,Female,33,3
15633574,Montes,Female,41,2
15633586,Brierly,Female,39,2
15633608,Black,Male,33,2
15633612,Yuryeva,Male,28,2
15633640,Loewenthal,Female,52,2
15633648,Jideofor,Female,51,3
15633650,Woods,Female,41,1
15633666,Efremov,Female,33,3
15633729,Wang,Male,43,2
15633818,McMillan,Male,32,2
15633834,Milne,Female,28,1
15633840,Henderson,Male,20,2
15633854,Sun,Female,40,2
15633866,Hsiung,Male,30,1
15633870,Ozioma,Female,36,2
15633877,Morrison,Female,42,3
15633897,Owen,Male,39,1
15633922,Gray,Male,30,2
15633930,Yobachukwu,Female,56,3
15633944,McKay,Male,32,3
15633950,Yen,Male,41,2
15634141,Shephard,Female,42,1
15634143,Onyemauchechi,Male,30,3
15634146,Hou,Male,18,1
15634180,Holden,Male,26,1
15634218,Mancini,Male,27,1
15634245,Muecke,Female,47,1
15634262,Fantin,Male,34,1
15634267,Yudin,Male,42,2
15634281,P'an,Female,43,1
15634295,Wilson,Male,35,2
15634310,Ko,Male,30,2
15634359,Dyer,Female,41,1
15634373,Yang,Male,30,2
15634375,Duncan,Female,36,3
15634491,Kung,Male,30,2
15634501,Wei,Male,60,2
15634551,Williamson,Male,46,1
15634564,Aksyonov,Male,31,3
15634591,Saunders,Male,33,2
15634602,Hargrave,Female,42,2
15634606,Chinonyelum,Male,52,3
15634628,Brown,Female,33,2
15634632,Titus,Male,38,2
15634719,Chinwendu,Male,31,2
15634772,Mario,Female,59,3
15634792,Weston,Female,40,2
15634815,Hunt,Female,37,2
15634844,Miller,Male,41,1
15634891,Jamison,Female,43,1
15634896,Grant,Female,39,2
15634936,Chukwukadibia,Male,41,2
15634949,Hay,Male,74,1
15634950,Obiajulu,Male,57,1
15634968,Hsueh,Female,37,1
15634974,Seppelt,Female,37,2
15635034,Aldrich,Male,37,1
15635078,Chiemela,Male,45,3
15635097,Okeke,Male,39,1
15635116,Burgos,Male,60,3
15635125,Findlay,Male,63,3
15635141,Miller,Male,59,1
15635143,Fennescey,Male,42,2
15635177,Williamson,Female,66,3
15635197,Glover,Male,26,1
15635240,Onuoha,Male,42,2
15635244,Ritchie,Female,29,2
15635256,Arcuri,Male,31,2
15635277,Coates,Male,47,3
15635285,Taylor,Male,28,2
15635364,Gray,Female,49,2
15635367,Muir,Male,26,2
15635388,Austin,Male,47,3
15635396,Thompson,Female,29,1
15635435,White,Female,54,2
15635459,Shih,Female,27,1
15635500,Seleznyov,Male,75,1
15635502,Ch'iu,Male,44,2
15635531,Boag,Female,30,3
15635597,Echezonachukwu,Male,33,2
15635598,Hsieh,Male,29,2
15635660,Rossi,Male,30,1
15635703,Chu,Female,39,1
15635728,P'an,Male,41,2
15635752,Lo,Male,38,1
15635775,Watt,Male,33,2
15635776,Trevisani,Female,43,1
15635870,She,Female,50,1
15635893,T'ien,Female,28,2
15635905,Moran,Female,32,3
15635939,Fenton,Female,39,2
15635942,Thomson,Male,40,2
15635964,Eve,Male,65,1
15635972,Lloyd,Male,36,3
15636016,Wreford,Female,34,2
15636023,O'Donnell,Female,40,2
15636024,Blackburn,Female,34,3
15636061,Pope,Male,78,1
15636069,Plummer,Male,28,3
15636089,Hs?,Female,51,1
15636105,Chung,Male,61,3
15636238,Graham,Male,40,2
15636330,Ch'in,Female,48,1
15636353,Buchi,Male,35,3
15636388,Abrego,Female,23,1
15636395,King,Female,31,2
15636396,Jackson,Female,35,2
15636407,Beatham,Female,34,1
15636423,Lei,Male,40,2
15636428,Sutherland,Female,45,3
15636444,Craig,Female,53,1
15636454,Fu,Female,60,2
15636478,Williams,Male,31,2
15636520,Milani,Male,27,2
15636521,Feng,Female,30,3
15636541,Cartwright,Male,35,1
15636548,Lung,Male,44,3
15636551,Nixon,Female,29,2
15636562,Muravyova,Male,44,3
15636572,Christmas,Female,32,2
15636589,Murray,Female,41,2
15636590,Pisano,Male,46,2
15636592,Iroawuchi,Male,35,2
15636595,Loton,Male,37,3
15636624,Nwabugwu,Female,39,3
15636626,Morrison,Male,35,2
15636634,Lindon,Female,25,1
15636658,Rozhkova,Male,36,2
15636673,Onwuatuegwu,Male,31,2
15636684,Kirkland,Male,34,2
15636700,Marsh,Male,39,2
15636731,Ts'ai,Female,36,1
15636736,McLachlan,Female,53,2
15636756,Marino,Male,23,2
15636767,Yang,Female,32,3
15636812,Rose,Male,40,2
15636820,Loggia,Male,40,1
15636860,Ch'eng,Male,43,2
15636872,Amadi,Female,32,2
15636912,Sneddon,Male,38,3
15636935,Rischbieth,Female,29,2
15636977,Trevisan,Male,36,1
15636982,Weller,Female,43,1
15636999,Mao,Male,38,2
15637110,McCulloch,Female,35,3
15637118,Burns,Male,33,2
15637131,Fallaci,Male,38,2
15637138,Murray,Male,34,2
15637169,Maclean,Female,67,3
15637178,Mishina,Female,45,3
15637235,Knight,Male,33,3
15637240,Wei,Male,46,2
15637315,Melvin,Female,41,3
15637324,Kay,Female,28,2
15637354,Yobachukwu,Female,24,2
15637366,Su,Female,25,1
15637411,Tochukwu,Male,30,2
15637414,Gell,Female,24,2
15637427,Lu,Female,25,3
15637428,Briggs,Male,35,2
15637461,Ukaegbunam,Male,35,2
15637476,Alexandrova,Female,57,1
15637522,Shubina,Female,31,2
15637593,Greco,Male,20,2
15637599,Cremonesi,Female,44,1
15637644,Hanson,Female,24,2
15637646,Rowley,Male,31,2
15637650,Williams,Male,50,2
15637678,Ma,Male,35,2
15637690,Houghton,Female,34,1
15637717,Lockington,Male,41,1
15637753,O'Sullivan,Male,50,1
15637774,Fraser,Male,32,2
15637788,Schmidt,Male,23,2
15637829,Sharpe,Female,34,2
15637857,Woolacott,Female,31,2
15637876,Burns,Female,36,1
15637891,Docherty,Female,43,1
15637947,Wei,Male,32,3
15637954,Lewis,Female,35,2
15637977,Barese,Male,25,1
15637979,Fuller,Female,36,1
15637993,Pokrovsky,Male,36,2
15638003,Komarova,Male,55,3
15638028,Ifeanyichukwu,Male,31,1
15638047,Chia,Female,45,1
15638068,Thompson,Male,32,3
15638149,Rowley,Male,37,2
15638159,Trentino,Female,36,3
15638231,Chung,Female,62,3
15638247,Boan,Male,44,3
15638257,P'an,Female,54,3
15638269,Baresi,Male,67,2
15638272,Tien,Male,32,3
15638329,Uspensky,Male,25,1
15638355,Woods,Female,35,2
15638424,Glauert,Female,35,1
15638463,Okwudilichukwu,Female,48,1
15638487,She,Male,38,1
15638494,Salinas,Female,39,1
15638513,Palermo,Female,40,2
15638607,Nwabugwu,Female,52,2
15638610,Kennedy,Female,65,1
15638621,Simmons,Male,39,3
15638646,Lucchese,Female,43,2
15638730,Macleod,Female,21,2
15638751,Ashton,Female,41,3
15638774,Chong,Female,40,3
15638788,Mack,Male,32,2
15638803,Donaldson,Female,32,3
15638806,Blackburn,Male,49,3
15638871,Ch'ang,Male,77,2
15638882,Cardell,Female,62,1
15638963,Garran,Female,22,2
15638983,Jara,Female,38,2
15638988,Fu,Male,54,2
15638989,Lettiere,Female,25,2
15639004,Chiemezie,Male,72,2
15639049,Cartagena,Female,31,2
15639077,Marchesi,Female,30,2
15639117,Sorenson,Female,34,3
15639133,Ku,Female,50,2
15639217,McKenzie,Male,34,2
15639252,Shao,Male,30,3
15639265,Isaacs,Male,54,2
15639277,Lin,Female,41,2
15639278,Chinomso,Female,36,1
15639303,Moore,Male,48,1
15639314,Cartwright,Male,32,2
15639322,Grave,Male,33,3
15639357,Allan,Male,46,2
15639368,Pipes,Male,25,2
15639415,Thompson,Male,35,2
15639530,Buda,Male,42,3
15639549,Jen,Female,33,1
15639552,Mellor,Female,40,1
15639576,Burns,Male,26,2
15639590,Melendez,Female,30,2
15639662,Phillips,Male,38,2
15639665,Herbert,Male,61,3
15639669,Forbes,Male,36,2
15639788,Yuan,Female,39,2
15639882,She,Male,30,2
15639946,Sazonova,Female,39,1
15640034,Milligan,Male,42,2
15640059,Smith,Male,40,2
15640074,Barrett,Female,47,3
15640078,Chambers,Female,39,1
15640106,Mason,Male,40,2
15640133,Pai,Female,34,2
15640161,Calabrese,Male,44,1
15640258,Chou,Female,50,2
15640260,Okorie,Male,32,1
15640266,Windsor,Male,41,3
15640268,Avdeeva,Male,71,3
15640280,Cameron,Male,39,2
15640377,Goloubev,Female,36,2
15640407,Chidiegwu,Male,45,1
15640409,Carpenter,Female,46,1
15640418,Omeokachie,Female,41,1
15640421,Conway,Female,35,2
15640442,Standish,Male,31,2
15640454,Parkhill,Male,40,1
15640464,Parkes,Male,41,2
15640491,Raff,Female,33,2
15640507,Li,Female,35,3
15640521,Chidumaga,Male,33,1
15640580,Obiora,Female,47,2
15640627,Wan,Male,34,3
15640635,Capon,Male,29,2
15640648,Howe,Male,36,2
15640667,Yu,Female,41,2
15640686,Greco,Male,46,2
15640769,Hobbs,Male,63,2
15640789,Butler,Male,38,2
15640825,Loyau,Male,46,3
15640846,Chibueze,Female,58,1
15640852,McGregor,Female,39,1
15640855,T'ien,Male,40,1
15640865,Romano,Female,31,1
15640866,Peng,Female,29,2
15640905,Vasin,Female,35,3
15640917,Tang,Male,43,2
15640922,Demaine,Female,52,2
15640953,Bligh,Female,26,2
15641004,Doyne,Female,48,3
15641007,Holden,Female,38,2
15641009,Wilhelm,Male,37,2
15641043,Scott,Male,35,3
15641091,Onyemauchechukwu,Female,31,2
15641110,Abron,Male,41,2
15641114,Power,Male,37,2
15641122,Wei,Male,30,2
15641136,Davison,Male,32,2
15641158,Belcher,Male,32,1
15641170,Liang,Male,36,3
15641175,Munro,Male,63,1
15641183,Chin,Male,25,3
15641250,Calabresi,Male,38,3
15641285,Yusupova,Male,50,3
15641298,Corones,Male,42,1
15641312,Paterson,Male,36,2
15641319,Afanasyeva,Male,50,3
15641359,Shao,Female,35,3
15641366,Y?an,Male,61,1
15641389,Shen,Male,48,1
15641411,Volkova,Female,23,2
15641413,Crawford,Female,49,1
15641416,Shaffer,Female,61,1
15641474,Hall,Male,46,2
15641480,Sinnett,Male,32,2
15641490,Windsor,Female,25,1
15641575,Anenechukwu,Male,37,2
15641582,Chibugo,Male,43,1
15641585,Newton,Male,40,2
15641595,Jonathan,Male,43,3
15641604,Frolova,Female,55,2
15641629,P'eng,Female,38,3
15641640,Uspenskaya,Female,33,3
15641655,Black,Female,26,2
15641662,Enticknap,Male,39,1
15641675,Kirillova,Female,49,2
15641688,Collier,Male,18,3
15641690,Hsiao,Male,67,3
15641715,Ts'ui,Male,34,2
15641732,Mills,Female,36,2
15641733,Mishina,Female,34,2
15641773,Browne,Male,45,1
15641782,Humphries,Female,31,2
15641794,Ridley,Male,33,2
15641822,Barese,Female,19,2
15641835,Anderson,Male,72,2
15641850,Pethard,Male,40,2
15641860,Bradley,Male,34,1
15641877,Ross,Male,47,2
15641934,Manna,Female,46,3
15641994,Meng,Male,43,1
15642001,Lorenzen,Male,44,1
15642002,Hayward,Female,35,2
15642004,Alekseeva,Male,25,2
15642022,Zito,Male,34,3
15642041,Burns,Male,40,1
15642063,Kelechi,Male,40,2
15642093,Piccio,Male,30,2
15642098,Cox,Female,36,3
15642099,Tsui,Male,39,3
15642137,Fang,Female,39,3
15642160,Milanesi,Male,38,2
15642162,Ponce,Male,35,1
15642202,Whitfield,Female,37,1
15642248,Ko,Male,66,3
15642291,Fontaine,Male,23,2
15642336,Shaw,Female,42,2
15642345,Y?,Female,49,1
15642391,Lettiere,Male,51,1
15642394,He,Male,35,3
15642448,Onyemauchechukwu,Male,28,3
15642468,Clark,Male,42,2
15642515,Arcuri,Female,42,2
15642530,Coates,Female,47,1
15642544,Henderson,Male,34,2
15642570,Scott,Male,35,3
15642579,Chang,Female,37,3
15642619,Mayne,Male,46,3
15642636,Glossop,Male,29,2
15642655,Savage,Male,33,3
15642709,Feng,Female,30,2
15642710,Napolitani,Male,26,2
15642725,Madison,Male,32,2
15642726,Holmes,Male,53,2
15642785,Douglas,Male,34,2
15642787,Ijendu,Male,37,2
15642816,De Salis,Female,27,2
15642821,Ijendu,Female,48,3
15642824,Onyekaozulu,Female,56,3
15642833,Akubundu,Female,30,2
15642870,Ross,Male,58,2
15642885,Gray,Male,30,2
15642912,Tu,Female,21,2
15642934,Mason,Female,35,1
15642937,Padovesi,Female,46,2
15642991,Tung,Female,29,3
15642996,Tsai,Female,42,1
15642997,Uspenskaya,Female,36,2
15643024,Huang,Male,35,1
15643042,Han,Female,40,1
15643048,Mueller,Male,66,2
15643056,McMillan,Female,38,1
15643121,Chu,Female,35,1
15643158,Chiganu,Female,40,2
15643188,Barnett,Female,47,1
15643215,Jen,Male,38,1
15643229,Hou,Female,31,2
15643294,Robinson,Female,33,2
15643330,Chukwuemeka,Male,37,2
15643359,Carter,Male,32,3
15643361,Cullen,Male,34,1
15643378,Muir,Male,42,2
15643392,Woods,Male,31,2
15643426,Robertson,Female,36,3
15643438,P'eng,Male,20,2
15643439,Ferguson,Male,47,2
15643487,Sal,Male,39,3
15643496,Randolph,Female,34,2
15643523,Power,Female,30,3
15643574,Odinakachukwu,Male,26,2
15643575,Evseev,Male,36,1
15643630,Quaife,Male,55,3
15643635,Robertson,Male,32,3
15643658,Barber,Male,53,1
15643671,Chiekwugo,Male,49,1
15643679,Goliwe,Male,28,1
15643696,Young,Male,49,2
15643752,Wei,Male,25,2
15643770,Yu,Female,52,2
15643794,Bennett,Female,27,3
15643819,Dawson,Female,25,2
15643824,Johnston,Male,33,2
15643826,McKay,Male,32,2
15643828,Teng,Male,29,2
15643865,Lo Duca,Female,40,2
15643903,Yao,Male,27,2
15643908,Turnbull,Female,49,2
15643916,Munro,Male,46,3
15643966,Goforth,Male,45,1
15643967,Chineze,Female,37,2
15644005,Holman,Female,33,2
15644103,Wells,Male,78,3
15644119,Sochima,Male,31,2
15644132,Mancini,Female,30,2
15644174,Marchesi,Male,27,1
15644179,Allen,Female,39,2
15644200,Hamilton,Female,42,3
15644212,Han,Male,28,3
15644280,Udegbunam,Male,45,2
15644295,Hargreaves,Female,39,3
15644296,Scott,Female,30,2
15644297,Austin,Male,38,1
15644356,Prokhorova,Female,47,3
15644361,Hooper,Female,40,2
15644400,Anderson,Male,44,2
15644446,Norton,Female,28,2
15644453,Loggia,Female,41,1
15644501,Enyinnaya,Female,26,2
15644551,Wimble,Female,37,3
15644572,Turnbull,Male,40,2
15644621,Mironova,Female,40,1
15644686,Kennedy,Female,34,3
15644692,Bibb,Female,47,2
15644699,Crawford,Female,40,2
15644724,Fan,Male,31,2
15644753,Hung,Male,40,3
15644765,Ashton,Male,26,1
15644788,Fyodorov,Female,30,2
15644796,Dyer,Female,38,3
15644833,Duncan,Male,54,2
15644849,Zikoranachidimma,Female,32,2
15644856,Bird,Male,38,3
15644878,Hill,Female,43,3
15644882,Watson,Female,36,1
15644896,Thompson,Male,32,1
15644934,Gentry,Male,26,2
15644962,Connolly,Male,21,2
15644977,Goddard,Female,31,2
15644994,Ko,Male,54,1
15645029,Knowles,Female,33,3
15645045,Rudduck,Female,38,2
15645059,Crace,Female,28,2
15645095,Huang,Female,28,2
15645103,Su,Male,25,1
15645136,O'Donnell,Male,30,3
15645184,Graham,Male,29,2
15645200,Chiang,Female,54,1
15645248,Ho,Female,30,2
15645269,Duncan,Female,42,2
15645271,Radcliffe-Brown,Male,24,1
15645316,Han,Female,58,1
15645323,Chinwenma,Male,55,2
15645353,Chubb,Male,26,2
15645355,Macleod,Male,34,1
15645371,Cameron,Female,51,1
15645404,Okwukwe,Female,51,2
15645463,Udinese,Female,27,2
15645496,Seleznyova,Female,43,2
15645511,Chukwudi,Male,43,3
15645517,Philip,Male,22,3
15645543,Bell,Female,34,2
15645544,Nekrasov,Female,30,1
15645569,Mai,Female,26,3
15645571,Genovese,Male,32,3
15645572,Calabresi,Female,40,2
15645593,Trevisani,Female,41,2
15645600,Obidimkpa,Female,27,3
15645621,Hunter,Male,44,3
15645637,Huggins,Female,39,1
15645717,Avdeeva,Male,62,2
15645744,Chukwudi,Female,30,2
15645766,Kosisochukwu,Male,25,3
15645772,Onwumelu,Male,33,2
15645778,Reid,Male,42,3
15645815,Mills,Male,45,2
15645820,Folliero,Male,27,2
15645835,Milani,Male,32,2
15645839,Yudin,Male,37,2
15645847,P'eng,Male,35,1
15645896,Duncan,Male,39,1
15645904,Parsons,Female,33,2
15645937,Guerin,Male,32,3
15645942,Macleod,Male,40,3
15645956,Jideofor,Male,44,3
15646037,Sopuluchi,Male,77,2
15646082,Harding,Female,34,2
15646091,Frankland,Female,43,3
15646161,Steinhoff,Female,37,3
15646168,Ifeatu,Male,33,3
15646190,Saunders,Female,56,2
15646196,Yeh,Female,36,3
15646227,Folliero,Female,27,2
15646262,Ross,Male,31,2
15646276,Metcalfe,Female,32,2
15646302,Shao,Female,24,2
15646310,Mao,Male,24,3
15646351,Somerville,Male,27,3
15646366,Trevisani,Male,41,1
15646372,Outhwaite,Female,66,2
15646374,Wynne,Female,28,1
15646490,Duffy,Male,42,3
15646513,Spyer,Male,42,2
15646521,Fan,Female,36,3
15646535,Harrell,Male,46,2
15646539,Liao,Male,31,2
15646558,Clamp,Male,51,3
15646563,Wright,Female,35,2
15646566,Bell,Female,58,2
15646594,Ali,Male,41,2
15646609,Chao,Male,33,2
15646615,Muir,Male,28,1
15646632,Reid,Male,38,2
15646720,Tsui,Female,55,3
15646726,Crawford,Male,43,2
15646756,Murphy,Female,33,2
15646764,Lorenzo,Female,58,1
15646784,Cochran,Female,31,2
15646810,Quinn,Male,44,1
15646817,Chiekwugo,Male,51,2
15646859,Heydon,Male,47,1
15646936,Nnamdi,Female,32,1
15646942,Meng,Female,39,3
15646969,Anayolisa,Male,33,3
15647008,Adams,Male,54,1
15647091,Endrizzi,Male,19,1
15647099,Ts'ui,Female,37,2
15647111,White,Female,22,3
15647191,Lucchesi,Male,36,2
15647203,Gebhart,Female,35,2
15647207,Onwuemelie,Male,26,2
15647259,Barnett,Male,35,3
15647266,Y?an,Female,45,3
15647292,Peng,Male,63,2
15647295,Chin,Male,34,2
15647301,Bray,Female,45,1
15647306,Gibbs,Female,29,2
15647311,Hill,Female,41,3
15647333,Fleming,Male,27,2
15647385,Ch'iu,Male,56,3
15647402,Wan,Female,38,2
15647453,Ifeajuna,Male,42,2
15647474,Niu,Female,40,2
15647546,Carvosso,Female,40,1
15647570,Chung,Male,45,1
15647572,Greece,Male,34,3
15647725,Napolitano,Female,61,2
15647782,Brown,Male,36,1
15647800,Greco,Female,34,2
15647807,Wyckoff,Male,40,2
15647838,Davison,Female,51,1
15647842,Cunningham,Female,48,1
15647890,Su,Male,37,2
15647898,Russell,Female,50,3
15647965,Genovese,Female,57,2
15647974,Chiemenam,Female,44,2
15647975,Vida,Male,26,1
15648005,Russell,Male,33,3
15648030,Crump,Female,33,3
15648032,Young,Male,37,3
15648047,Williamson,Male,27,1
15648064,Kennedy,Male,33,2
15648067,Onwuamaeze,Male,39,2
15648069,Onyemachukwu,Female,36,2
15648075,Hebert,Female,47,1
15648136,Green,Female,28,1
15648178,Lettiere,Female,23,1
15648225,Shephard,Female,38,3
15648272,Medvedeva,Male,35,3
15648320,Heller,Female,31,2
15648362,Kennedy,Male,45,1
15648367,Lo,Female,29,1
15648455,Kung,Male,51,1
15648461,Hs?eh,Male,37,3
15648479,Stephenson,Female,45,2
15648489,Ting,Male,53,2
15648577,Pickering,Female,31,2
15648638,Chia,Male,34,3
15648681,Voronoff,Female,47,2
15648702,Yuriev,Male,70,1
15648721,Hsueh,Male,64,2
15648725,Sinclair,Male,41,2
15648735,Cashin,Male,37,2
15648766,Robertson,Male,35,3
15648794,Giordano,Male,57,3
15648800,Paterson,Female,21,1
15648858,King,Female,27,2
15648876,Sandover,Female,34,2
15648881,Tsai,Male,40,1
15648898,Chuang,Female,27,3
15648933,Reilly,Male,44,1
15648951,Kao,Male,41,3
15648967,Ch'en,Female,64,1
15648989,Moss,Male,37,2
15649024,Trujillo,Female,39,2
15649033,Echezonachukwu,Female,55,1
15649060,Chien,Female,31,1
15649078,Christian,Female,27,1
15649086,Patterson,Male,42,2
15649101,Reeves,Male,40,2
15649112,Endrizzi,Female,33,3
15649121,Pinto,Male,52,2
15649124,Fang,Male,30,2
15649129,Sal,Male,32,2
15649136,Williamson,Female,43,2
15649150,Buddicom,Female,53,2
15649160,Vavilov,Female,38,2
15649183,Johnston,Female,35,3
15649211,Fokina,Male,40,3
15649239,Vasilieva,Male,46,3
15649280,Lucchese,Female,40,1
15649292,Bellucci,Female,49,2
15649297,T'ang,Female,62,2
15649354,Johnston,Male,35,3
15649359,Somayina,Male,36,2
15649379,Somayina,Female,46,2
15649414,Walker,Female,61,2
15649418,Krylov,Female,29,2
15649423,Cooper,Female,35,2
15649430,White,Male,28,2
15649450,Repina,Male,24,1
15649451,Yates,Male,25,2
15649457,Macleod,Male,41,1
15649487,Sal,Female,38,1
15649508,Chin,Male,48,3
15649523,Kennedy,Male,38,2
15649536,Wong,Male,38,1
15649616,Otutodilichukwu,Male,60,3
15649618,Tomlinson,Female,39,1
15649668,Wilhelm,Female,36,1
15649738,White,Female,46,2
15649744,Fallaci,Female,51,2
15649793,Lovely,Male,20,2
15649853,Craig,Female,45,2
15649858,Simpson,Male,37,3
15649992,Alexander,Male,65,3
15650018,Chen,Female,43,2
15650026,Barclay-Harvey,Male,44,2
15650034,Kudryashova,Female,28,2
15650068,Johnson,Male,58,2
15650086,Uchenna,Male,43,2
15650098,Baranova,Female,40,2
15650237,Morgan,Female,32,3
15650244,Bezrukov,Male,29,3
15650258,Sinclair,Female,35,2
15650266,Medvedeva,Male,39,1
15650288,Summers,Male,35,1
15650313,Okonkwo,Male,65,1
15650322,Grigoryeva,Female,34,2
15650351,Millar,Female,38,2
15650391,Wallace,Female,29,2
